Entity,Code,Date,Total confirmed deaths (deaths),Days since the 5th total confirmed death
Mongolia,MNG,"Mar 15, 2020",0,
Mongolia,MNG,"Mar 18, 2020",0,
Mongolia,MNG,"Mar 19, 2020",0,
Mongolia,MNG,"Mar 20, 2020",0,
Mongolia,MNG,"Mar 21, 2020",0,
Mongolia,MNG,"Mar 22, 2020",0,
Mongolia,MNG,"Mar 23, 2020",0,
Mongolia,MNG,"Mar 24, 2020",0,
Mongolia,MNG,"Mar 25, 2020",0,
Mongolia,MNG,"Mar 26, 2020",0,
Mongolia,MNG,"Mar 27, 2020",0,
Mongolia,MNG,"Mar 28, 2020",0,
Mongolia,MNG,"Mar 29, 2020",0,
Mongolia,MNG,"Mar 30, 2020",0,
Mongolia,MNG,"Mar 31, 2020",0,
Mongolia,MNG,"Apr 1, 2020",0,
Mongolia,MNG,"Apr 2, 2020",0,
Mongolia,MNG,"Apr 3, 2020",0,
Mongolia,MNG,"Apr 4, 2020",0,
Mongolia,MNG,"Apr 5, 2020",0,
Mongolia,MNG,"Apr 6, 2020",0,
Mongolia,MNG,"Apr 7, 2020",0,
Mongolia,MNG,"Apr 8, 2020",0,
Mongolia,MNG,"Apr 9, 2020",0,
Mongolia,MNG,"Apr 10, 2020",0,
Mongolia,MNG,"Apr 11, 2020",0,
Mongolia,MNG,"Apr 12, 2020",0,
Mongolia,MNG,"Apr 13, 2020",0,
Mongolia,MNG,"Apr 14, 2020",0,
Montenegro,MNE,"Mar 18, 2020",0,
Montenegro,MNE,"Mar 19, 2020",0,
Montenegro,MNE,"Mar 20, 2020",0,
Montenegro,MNE,"Mar 21, 2020",0,
Montenegro,MNE,"Mar 22, 2020",0,
Montenegro,MNE,"Mar 23, 2020",0,
Montenegro,MNE,"Mar 24, 2020",0,
Montenegro,MNE,"Mar 25, 2020",0,
Montenegro,MNE,"Mar 26, 2020",0,
Montenegro,MNE,"Mar 27, 2020",1,
Montenegro,MNE,"Mar 28, 2020",1,
Montenegro,MNE,"Mar 29, 2020",1,
Montenegro,MNE,"Mar 30, 2020",1,
Montenegro,MNE,"Mar 31, 2020",1,
Montenegro,MNE,"Apr 1, 2020",1,
Montenegro,MNE,"Apr 2, 2020",1,
Montenegro,MNE,"Apr 3, 2020",2,
Montenegro,MNE,"Apr 4, 2020",2,
Montenegro,MNE,"Apr 5, 2020",2,
Montenegro,MNE,"Apr 6, 2020",2,
Montenegro,MNE,"Apr 7, 2020",2,
Montenegro,MNE,"Apr 8, 2020",2,
Montenegro,MNE,"Apr 9, 2020",2,
Montenegro,MNE,"Apr 10, 2020",2,
Montenegro,MNE,"Apr 11, 2020",2,
Montenegro,MNE,"Apr 12, 2020",2,
Montenegro,MNE,"Apr 13, 2020",3,
Montenegro,MNE,"Apr 14, 2020",3,
Montserrat,MSR,"Mar 21, 2020",0,
Montserrat,MSR,"Mar 22, 2020",0,
Montserrat,MSR,"Mar 23, 2020",0,
Montserrat,MSR,"Mar 24, 2020",0,
Montserrat,MSR,"Mar 25, 2020",0,
Montserrat,MSR,"Mar 26, 2020",0,
Montserrat,MSR,"Mar 27, 2020",0,
Montserrat,MSR,"Mar 28, 2020",0,
Montserrat,MSR,"Mar 29, 2020",0,
Montserrat,MSR,"Mar 30, 2020",0,
Montserrat,MSR,"Mar 31, 2020",0,
Montserrat,MSR,"Apr 2, 2020",0,
Montserrat,MSR,"Apr 3, 2020",0,
Montserrat,MSR,"Apr 4, 2020",0,
Montserrat,MSR,"Apr 5, 2020",0,
Montserrat,MSR,"Apr 6, 2020",0,
Montserrat,MSR,"Apr 7, 2020",0,
Montserrat,MSR,"Apr 8, 2020",0,
Montserrat,MSR,"Apr 9, 2020",0,
Montserrat,MSR,"Apr 10, 2020",0,
Montserrat,MSR,"Apr 11, 2020",0,
Montserrat,MSR,"Apr 12, 2020",0,
Montserrat,MSR,"Apr 13, 2020",0,
Montserrat,MSR,"Apr 14, 2020",0,
Morocco,MAR,"Mar 3, 2020",0,
Morocco,MAR,"Mar 6, 2020",0,
Morocco,MAR,"Mar 12, 2020",1,
Morocco,MAR,"Mar 13, 2020",1,
Morocco,MAR,"Mar 14, 2020",1,
Morocco,MAR,"Mar 15, 2020",1,
Morocco,MAR,"Mar 16, 2020",1,
Morocco,MAR,"Mar 17, 2020",1,
Morocco,MAR,"Mar 18, 2020",2,
Morocco,MAR,"Mar 19, 2020",2,
Morocco,MAR,"Mar 20, 2020",2,
Morocco,MAR,"Mar 21, 2020",3,
Morocco,MAR,"Mar 22, 2020",3,
Morocco,MAR,"Mar 23, 2020",4,
Morocco,MAR,"Mar 24, 2020",4,
Morocco,MAR,"Mar 25, 2020",5,0
Morocco,MAR,"Mar 26, 2020",6,1
Morocco,MAR,"Mar 27, 2020",10,2
Morocco,MAR,"Mar 28, 2020",23,3
Morocco,MAR,"Mar 29, 2020",23,4
Morocco,MAR,"Mar 30, 2020",26,5
Morocco,MAR,"Mar 31, 2020",33,6
Morocco,MAR,"Apr 1, 2020",36,7
Morocco,MAR,"Apr 2, 2020",39,8
Morocco,MAR,"Apr 3, 2020",44,9
Morocco,MAR,"Apr 4, 2020",44,10
Morocco,MAR,"Apr 5, 2020",59,11
Morocco,MAR,"Apr 6, 2020",70,12
Morocco,MAR,"Apr 7, 2020",80,13
Morocco,MAR,"Apr 8, 2020",90,14
Morocco,MAR,"Apr 9, 2020",93,15
Morocco,MAR,"Apr 10, 2020",97,16
Morocco,MAR,"Apr 11, 2020",107,17
Morocco,MAR,"Apr 12, 2020",111,18
Morocco,MAR,"Apr 13, 2020",118,19
Morocco,MAR,"Apr 14, 2020",126,20
Mozambique,MOZ,"Mar 23, 2020",0,
Mozambique,MOZ,"Mar 24, 2020",0,
Mozambique,MOZ,"Mar 25, 2020",0,
Mozambique,MOZ,"Mar 26, 2020",0,
Mozambique,MOZ,"Mar 27, 2020",0,
Mozambique,MOZ,"Mar 28, 2020",0,
Mozambique,MOZ,"Mar 29, 2020",0,
Mozambique,MOZ,"Mar 30, 2020",0,
Mozambique,MOZ,"Mar 31, 2020",0,
Mozambique,MOZ,"Apr 1, 2020",0,
Mozambique,MOZ,"Apr 2, 2020",0,
Mozambique,MOZ,"Apr 3, 2020",0,
Mozambique,MOZ,"Apr 4, 2020",0,
Mozambique,MOZ,"Apr 5, 2020",0,
Mozambique,MOZ,"Apr 6, 2020",0,
Mozambique,MOZ,"Apr 7, 2020",0,
Mozambique,MOZ,"Apr 8, 2020",0,
Mozambique,MOZ,"Apr 9, 2020",0,
Mozambique,MOZ,"Apr 10, 2020",0,
Mozambique,MOZ,"Apr 11, 2020",0,
Mozambique,MOZ,"Apr 12, 2020",0,
Mozambique,MOZ,"Apr 13, 2020",0,
Mozambique,MOZ,"Apr 14, 2020",0,
Myanmar,MMR,"Mar 17, 2020",0,
Myanmar,MMR,"Mar 24, 2020",0,
Myanmar,MMR,"Mar 25, 2020",0,
Myanmar,MMR,"Mar 26, 2020",0,
Myanmar,MMR,"Mar 27, 2020",0,
Myanmar,MMR,"Mar 28, 2020",0,
Myanmar,MMR,"Mar 29, 2020",0,
Myanmar,MMR,"Mar 30, 2020",0,
Myanmar,MMR,"Mar 31, 2020",0,
Myanmar,MMR,"Apr 1, 2020",1,
Myanmar,MMR,"Apr 2, 2020",1,
Myanmar,MMR,"Apr 3, 2020",1,
Myanmar,MMR,"Apr 4, 2020",1,
Myanmar,MMR,"Apr 5, 2020",1,
Myanmar,MMR,"Apr 6, 2020",1,
Myanmar,MMR,"Apr 7, 2020",1,
Myanmar,MMR,"Apr 8, 2020",1,
Myanmar,MMR,"Apr 9, 2020",3,
Myanmar,MMR,"Apr 10, 2020",3,
Myanmar,MMR,"Apr 11, 2020",3,
Myanmar,MMR,"Apr 12, 2020",3,
Myanmar,MMR,"Apr 13, 2020",4,
Myanmar,MMR,"Apr 14, 2020",4,
Namibia,NAM,"Mar 15, 2020",0,
Namibia,NAM,"Mar 16, 2020",0,
Namibia,NAM,"Mar 17, 2020",0,
Namibia,NAM,"Mar 18, 2020",0,
Namibia,NAM,"Mar 19, 2020",0,
Namibia,NAM,"Mar 20, 2020",0,
Namibia,NAM,"Mar 21, 2020",0,
Namibia,NAM,"Mar 22, 2020",0,
Namibia,NAM,"Mar 23, 2020",0,
Namibia,NAM,"Mar 24, 2020",0,
Namibia,NAM,"Mar 25, 2020",0,
Namibia,NAM,"Mar 26, 2020",0,
Namibia,NAM,"Mar 27, 2020",0,
Namibia,NAM,"Mar 28, 2020",0,
Namibia,NAM,"Mar 29, 2020",0,
Namibia,NAM,"Mar 30, 2020",0,
Namibia,NAM,"Mar 31, 2020",0,
Namibia,NAM,"Apr 1, 2020",0,
Namibia,NAM,"Apr 2, 2020",0,
Namibia,NAM,"Apr 3, 2020",0,
Namibia,NAM,"Apr 4, 2020",0,
Namibia,NAM,"Apr 5, 2020",0,
Namibia,NAM,"Apr 6, 2020",0,
Namibia,NAM,"Apr 7, 2020",0,
Namibia,NAM,"Apr 8, 2020",0,
Namibia,NAM,"Apr 9, 2020",0,
Namibia,NAM,"Apr 10, 2020",0,
Namibia,NAM,"Apr 11, 2020",0,
Namibia,NAM,"Apr 12, 2020",0,
Namibia,NAM,"Apr 13, 2020",0,
Namibia,NAM,"Apr 14, 2020",0,
Nepal,NPL,"Dec 31, 2019",0,
Nepal,NPL,"Jan 1, 2020",0,
Nepal,NPL,"Jan 2, 2020",0,
Nepal,NPL,"Jan 3, 2020",0,
Nepal,NPL,"Jan 4, 2020",0,
Nepal,NPL,"Jan 5, 2020",0,
Nepal,NPL,"Jan 6, 2020",0,
Nepal,NPL,"Jan 7, 2020",0,
Nepal,NPL,"Jan 8, 2020",0,
Nepal,NPL,"Jan 9, 2020",0,
Nepal,NPL,"Jan 10, 2020",0,
Nepal,NPL,"Jan 11, 2020",0,
Nepal,NPL,"Jan 12, 2020",0,
Nepal,NPL,"Jan 13, 2020",0,
Nepal,NPL,"Jan 14, 2020",0,
Nepal,NPL,"Jan 15, 2020",0,
Nepal,NPL,"Jan 16, 2020",0,
Nepal,NPL,"Jan 17, 2020",0,
Nepal,NPL,"Jan 18, 2020",0,
Nepal,NPL,"Jan 19, 2020",0,
Nepal,NPL,"Jan 20, 2020",0,
Nepal,NPL,"Jan 21, 2020",0,
Nepal,NPL,"Jan 22, 2020",0,
Nepal,NPL,"Jan 23, 2020",0,
Nepal,NPL,"Jan 24, 2020",0,
Nepal,NPL,"Jan 25, 2020",0,
Nepal,NPL,"Jan 26, 2020",0,
Nepal,NPL,"Jan 27, 2020",0,
Nepal,NPL,"Jan 28, 2020",0,
Nepal,NPL,"Jan 29, 2020",0,
Nepal,NPL,"Jan 30, 2020",0,
Nepal,NPL,"Jan 31, 2020",0,
Nepal,NPL,"Feb 1, 2020",0,
Nepal,NPL,"Feb 2, 2020",0,
Nepal,NPL,"Feb 3, 2020",0,
Nepal,NPL,"Feb 4, 2020",0,
Nepal,NPL,"Feb 5, 2020",0,
Nepal,NPL,"Feb 6, 2020",0,
Nepal,NPL,"Feb 7, 2020",0,
Nepal,NPL,"Feb 8, 2020",0,
Nepal,NPL,"Feb 9, 2020",0,
Nepal,NPL,"Feb 10, 2020",0,
Nepal,NPL,"Feb 11, 2020",0,
Nepal,NPL,"Feb 12, 2020",0,
Nepal,NPL,"Feb 13, 2020",0,
Nepal,NPL,"Feb 14, 2020",0,
Nepal,NPL,"Feb 15, 2020",0,
Nepal,NPL,"Feb 16, 2020",0,
Nepal,NPL,"Feb 17, 2020",0,
Nepal,NPL,"Feb 18, 2020",0,
Nepal,NPL,"Feb 19, 2020",0,
Nepal,NPL,"Feb 20, 2020",0,
Nepal,NPL,"Feb 21, 2020",0,
Nepal,NPL,"Feb 22, 2020",0,
Nepal,NPL,"Feb 23, 2020",0,
Nepal,NPL,"Feb 24, 2020",0,
Nepal,NPL,"Feb 25, 2020",0,
Nepal,NPL,"Feb 26, 2020",0,
Nepal,NPL,"Feb 27, 2020",0,
Nepal,NPL,"Feb 28, 2020",0,
Nepal,NPL,"Feb 29, 2020",0,
Nepal,NPL,"Mar 1, 2020",0,
Nepal,NPL,"Mar 2, 2020",0,
Nepal,NPL,"Mar 15, 2020",0,
Nepal,NPL,"Mar 17, 2020",0,
Nepal,NPL,"Mar 18, 2020",0,
Nepal,NPL,"Mar 19, 2020",0,
Nepal,NPL,"Mar 20, 2020",0,
Nepal,NPL,"Mar 21, 2020",0,
Nepal,NPL,"Mar 22, 2020",0,
Nepal,NPL,"Mar 23, 2020",0,
Nepal,NPL,"Mar 24, 2020",0,
Nepal,NPL,"Mar 25, 2020",0,
Nepal,NPL,"Mar 26, 2020",0,
Nepal,NPL,"Mar 27, 2020",0,
Nepal,NPL,"Mar 28, 2020",0,
Nepal,NPL,"Mar 29, 2020",0,
Nepal,NPL,"Mar 30, 2020",0,
Nepal,NPL,"Mar 31, 2020",0,
Nepal,NPL,"Apr 1, 2020",0,
Nepal,NPL,"Apr 2, 2020",0,
Nepal,NPL,"Apr 3, 2020",0,
Nepal,NPL,"Apr 4, 2020",0,
Nepal,NPL,"Apr 5, 2020",0,
Nepal,NPL,"Apr 6, 2020",0,
Nepal,NPL,"Apr 7, 2020",0,
Nepal,NPL,"Apr 8, 2020",0,
Nepal,NPL,"Apr 9, 2020",0,
Nepal,NPL,"Apr 10, 2020",0,
Nepal,NPL,"Apr 11, 2020",0,
Nepal,NPL,"Apr 12, 2020",0,
Nepal,NPL,"Apr 13, 2020",0,
Nepal,NPL,"Apr 14, 2020",0,
Netherlands,NLD,"Dec 31, 2019",0,
Netherlands,NLD,"Jan 1, 2020",0,
Netherlands,NLD,"Jan 2, 2020",0,
Netherlands,NLD,"Jan 3, 2020",0,
Netherlands,NLD,"Jan 4, 2020",0,
Netherlands,NLD,"Jan 5, 2020",0,
Netherlands,NLD,"Jan 6, 2020",0,
Netherlands,NLD,"Jan 7, 2020",0,
Netherlands,NLD,"Jan 8, 2020",0,
Netherlands,NLD,"Jan 9, 2020",0,
Netherlands,NLD,"Jan 10, 2020",0,
Netherlands,NLD,"Jan 11, 2020",0,
Netherlands,NLD,"Jan 12, 2020",0,
Netherlands,NLD,"Jan 13, 2020",0,
Netherlands,NLD,"Jan 14, 2020",0,
Netherlands,NLD,"Jan 15, 2020",0,
Netherlands,NLD,"Jan 16, 2020",0,
Netherlands,NLD,"Jan 17, 2020",0,
Netherlands,NLD,"Jan 18, 2020",0,
Netherlands,NLD,"Jan 19, 2020",0,
Netherlands,NLD,"Jan 20, 2020",0,
Netherlands,NLD,"Jan 21, 2020",0,
Netherlands,NLD,"Jan 22, 2020",0,
Netherlands,NLD,"Jan 23, 2020",0,
Netherlands,NLD,"Jan 24, 2020",0,
Netherlands,NLD,"Jan 25, 2020",0,
Netherlands,NLD,"Jan 26, 2020",0,
Netherlands,NLD,"Jan 27, 2020",0,
Netherlands,NLD,"Jan 28, 2020",0,
Netherlands,NLD,"Jan 29, 2020",0,
Netherlands,NLD,"Jan 30, 2020",0,
Netherlands,NLD,"Jan 31, 2020",0,
Netherlands,NLD,"Feb 1, 2020",0,
Netherlands,NLD,"Feb 2, 2020",0,
Netherlands,NLD,"Feb 3, 2020",0,
Netherlands,NLD,"Feb 4, 2020",0,
Netherlands,NLD,"Feb 5, 2020",0,
Netherlands,NLD,"Feb 6, 2020",0,
Netherlands,NLD,"Feb 7, 2020",0,
Netherlands,NLD,"Feb 8, 2020",0,
Netherlands,NLD,"Feb 9, 2020",0,
Netherlands,NLD,"Feb 10, 2020",0,
Netherlands,NLD,"Feb 11, 2020",0,
Netherlands,NLD,"Feb 12, 2020",0,
Netherlands,NLD,"Feb 13, 2020",0,
Netherlands,NLD,"Feb 14, 2020",0,
Netherlands,NLD,"Feb 15, 2020",0,
Netherlands,NLD,"Feb 16, 2020",0,
Netherlands,NLD,"Feb 17, 2020",0,
Netherlands,NLD,"Feb 18, 2020",0,
Netherlands,NLD,"Feb 19, 2020",0,
Netherlands,NLD,"Feb 20, 2020",0,
Netherlands,NLD,"Feb 21, 2020",0,
Netherlands,NLD,"Feb 22, 2020",0,
Netherlands,NLD,"Feb 23, 2020",0,
Netherlands,NLD,"Feb 24, 2020",0,
Netherlands,NLD,"Feb 25, 2020",0,
Netherlands,NLD,"Feb 26, 2020",0,
Netherlands,NLD,"Feb 27, 2020",0,
Netherlands,NLD,"Feb 28, 2020",0,
Netherlands,NLD,"Feb 29, 2020",0,
Netherlands,NLD,"Mar 1, 2020",0,
Netherlands,NLD,"Mar 2, 2020",0,
Netherlands,NLD,"Mar 3, 2020",0,
Netherlands,NLD,"Mar 4, 2020",0,
Netherlands,NLD,"Mar 5, 2020",0,
Netherlands,NLD,"Mar 6, 2020",0,
Netherlands,NLD,"Mar 7, 2020",1,
Netherlands,NLD,"Mar 8, 2020",1,
Netherlands,NLD,"Mar 9, 2020",3,
Netherlands,NLD,"Mar 10, 2020",3,
Netherlands,NLD,"Mar 11, 2020",4,
Netherlands,NLD,"Mar 12, 2020",5,0
Netherlands,NLD,"Mar 13, 2020",5,1
Netherlands,NLD,"Mar 14, 2020",5,2
Netherlands,NLD,"Mar 15, 2020",12,3
Netherlands,NLD,"Mar 16, 2020",20,4
Netherlands,NLD,"Mar 17, 2020",24,5
Netherlands,NLD,"Mar 18, 2020",43,6
Netherlands,NLD,"Mar 19, 2020",58,7
Netherlands,NLD,"Mar 20, 2020",76,8
Netherlands,NLD,"Mar 21, 2020",106,9
Netherlands,NLD,"Mar 22, 2020",136,10
Netherlands,NLD,"Mar 23, 2020",179,11
Netherlands,NLD,"Mar 24, 2020",213,12
Netherlands,NLD,"Mar 25, 2020",276,13
Netherlands,NLD,"Mar 26, 2020",356,14
Netherlands,NLD,"Mar 27, 2020",434,15
Netherlands,NLD,"Mar 28, 2020",546,16
Netherlands,NLD,"Mar 29, 2020",639,17
Netherlands,NLD,"Mar 30, 2020",771,18
Netherlands,NLD,"Mar 31, 2020",864,19
Netherlands,NLD,"Apr 1, 2020",1039,20
Netherlands,NLD,"Apr 2, 2020",1173,21
Netherlands,NLD,"Apr 3, 2020",1339,22
Netherlands,NLD,"Apr 4, 2020",1487,23
Netherlands,NLD,"Apr 5, 2020",1651,24
Netherlands,NLD,"Apr 6, 2020",1766,25
Netherlands,NLD,"Apr 7, 2020",1867,26
Netherlands,NLD,"Apr 8, 2020",2101,27
Netherlands,NLD,"Apr 9, 2020",2248,28
Netherlands,NLD,"Apr 10, 2020",2396,29
Netherlands,NLD,"Apr 11, 2020",2511,30
Netherlands,NLD,"Apr 12, 2020",2643,31
Netherlands,NLD,"Apr 13, 2020",2737,32
Netherlands,NLD,"Apr 14, 2020",2823,33
New Caledonia,NCL,"Mar 21, 2020",0,
New Caledonia,NCL,"Mar 22, 2020",0,
New Caledonia,NCL,"Mar 23, 2020",0,
New Caledonia,NCL,"Mar 24, 2020",0,
New Caledonia,NCL,"Mar 25, 2020",0,
New Caledonia,NCL,"Mar 26, 2020",0,
New Caledonia,NCL,"Mar 27, 2020",0,
New Caledonia,NCL,"Mar 28, 2020",0,
New Caledonia,NCL,"Mar 29, 2020",0,
New Caledonia,NCL,"Mar 30, 2020",0,
New Caledonia,NCL,"Mar 31, 2020",0,
New Caledonia,NCL,"Apr 1, 2020",0,
New Caledonia,NCL,"Apr 2, 2020",0,
New Caledonia,NCL,"Apr 3, 2020",0,
New Caledonia,NCL,"Apr 4, 2020",0,
New Caledonia,NCL,"Apr 5, 2020",0,
New Caledonia,NCL,"Apr 6, 2020",0,
New Caledonia,NCL,"Apr 7, 2020",0,
New Caledonia,NCL,"Apr 8, 2020",0,
New Caledonia,NCL,"Apr 9, 2020",0,
New Caledonia,NCL,"Apr 10, 2020",0,
New Caledonia,NCL,"Apr 11, 2020",0,
New Caledonia,NCL,"Apr 12, 2020",0,
New Caledonia,NCL,"Apr 13, 2020",0,
New Caledonia,NCL,"Apr 14, 2020",0,
New Zealand,NZL,"Dec 31, 2019",0,
New Zealand,NZL,"Jan 1, 2020",0,
New Zealand,NZL,"Jan 2, 2020",0,
New Zealand,NZL,"Jan 3, 2020",0,
New Zealand,NZL,"Jan 4, 2020",0,
New Zealand,NZL,"Jan 5, 2020",0,
New Zealand,NZL,"Jan 6, 2020",0,
New Zealand,NZL,"Jan 7, 2020",0,
New Zealand,NZL,"Jan 8, 2020",0,
New Zealand,NZL,"Jan 9, 2020",0,
New Zealand,NZL,"Jan 10, 2020",0,
New Zealand,NZL,"Jan 11, 2020",0,
New Zealand,NZL,"Jan 12, 2020",0,
New Zealand,NZL,"Jan 13, 2020",0,
New Zealand,NZL,"Jan 14, 2020",0,
New Zealand,NZL,"Jan 15, 2020",0,
New Zealand,NZL,"Jan 16, 2020",0,
New Zealand,NZL,"Jan 17, 2020",0,
New Zealand,NZL,"Jan 18, 2020",0,
New Zealand,NZL,"Jan 19, 2020",0,
New Zealand,NZL,"Jan 20, 2020",0,
New Zealand,NZL,"Jan 21, 2020",0,
New Zealand,NZL,"Jan 22, 2020",0,
New Zealand,NZL,"Jan 23, 2020",0,
New Zealand,NZL,"Jan 24, 2020",0,
New Zealand,NZL,"Jan 25, 2020",0,
New Zealand,NZL,"Jan 26, 2020",0,
New Zealand,NZL,"Jan 27, 2020",0,
New Zealand,NZL,"Jan 28, 2020",0,
New Zealand,NZL,"Jan 29, 2020",0,
New Zealand,NZL,"Jan 30, 2020",0,
New Zealand,NZL,"Jan 31, 2020",0,
New Zealand,NZL,"Feb 1, 2020",0,
New Zealand,NZL,"Feb 2, 2020",0,
New Zealand,NZL,"Feb 3, 2020",0,
New Zealand,NZL,"Feb 4, 2020",0,
New Zealand,NZL,"Feb 5, 2020",0,
New Zealand,NZL,"Feb 6, 2020",0,
New Zealand,NZL,"Feb 7, 2020",0,
New Zealand,NZL,"Feb 8, 2020",0,
New Zealand,NZL,"Feb 9, 2020",0,
New Zealand,NZL,"Feb 10, 2020",0,
New Zealand,NZL,"Feb 11, 2020",0,
New Zealand,NZL,"Feb 12, 2020",0,
New Zealand,NZL,"Feb 13, 2020",0,
New Zealand,NZL,"Feb 14, 2020",0,
New Zealand,NZL,"Feb 15, 2020",0,
New Zealand,NZL,"Feb 16, 2020",0,
New Zealand,NZL,"Feb 17, 2020",0,
New Zealand,NZL,"Feb 18, 2020",0,
New Zealand,NZL,"Feb 19, 2020",0,
New Zealand,NZL,"Feb 20, 2020",0,
New Zealand,NZL,"Feb 21, 2020",0,
New Zealand,NZL,"Feb 22, 2020",0,
New Zealand,NZL,"Feb 23, 2020",0,
New Zealand,NZL,"Feb 24, 2020",0,
New Zealand,NZL,"Feb 25, 2020",0,
New Zealand,NZL,"Feb 26, 2020",0,
New Zealand,NZL,"Feb 27, 2020",0,
New Zealand,NZL,"Feb 28, 2020",0,
New Zealand,NZL,"Feb 29, 2020",0,
New Zealand,NZL,"Mar 1, 2020",0,
New Zealand,NZL,"Mar 2, 2020",0,
New Zealand,NZL,"Mar 4, 2020",0,
New Zealand,NZL,"Mar 5, 2020",0,
New Zealand,NZL,"Mar 6, 2020",0,
New Zealand,NZL,"Mar 7, 2020",0,
New Zealand,NZL,"Mar 14, 2020",0,
New Zealand,NZL,"Mar 15, 2020",0,
New Zealand,NZL,"Mar 18, 2020",0,
New Zealand,NZL,"Mar 19, 2020",0,
New Zealand,NZL,"Mar 20, 2020",0,
New Zealand,NZL,"Mar 21, 2020",0,
New Zealand,NZL,"Mar 22, 2020",0,
New Zealand,NZL,"Mar 23, 2020",0,
New Zealand,NZL,"Mar 24, 2020",0,
New Zealand,NZL,"Mar 25, 2020",0,
New Zealand,NZL,"Mar 26, 2020",0,
New Zealand,NZL,"Mar 27, 2020",0,
New Zealand,NZL,"Mar 28, 2020",0,
New Zealand,NZL,"Mar 29, 2020",1,
New Zealand,NZL,"Mar 30, 2020",1,
New Zealand,NZL,"Mar 31, 2020",1,
New Zealand,NZL,"Apr 1, 2020",1,
New Zealand,NZL,"Apr 2, 2020",1,
New Zealand,NZL,"Apr 3, 2020",1,
New Zealand,NZL,"Apr 4, 2020",1,
New Zealand,NZL,"Apr 5, 2020",1,
New Zealand,NZL,"Apr 6, 2020",1,
New Zealand,NZL,"Apr 7, 2020",1,
New Zealand,NZL,"Apr 8, 2020",1,
New Zealand,NZL,"Apr 9, 2020",1,
New Zealand,NZL,"Apr 10, 2020",2,
New Zealand,NZL,"Apr 11, 2020",4,
New Zealand,NZL,"Apr 12, 2020",4,
New Zealand,NZL,"Apr 13, 2020",5,0
New Zealand,NZL,"Apr 14, 2020",9,1
Nicaragua,NIC,"Mar 19, 2020",0,
Nicaragua,NIC,"Mar 20, 2020",0,
Nicaragua,NIC,"Mar 21, 2020",0,
Nicaragua,NIC,"Mar 22, 2020",0,
Nicaragua,NIC,"Mar 23, 2020",0,
Nicaragua,NIC,"Mar 24, 2020",0,
Nicaragua,NIC,"Mar 25, 2020",0,
Nicaragua,NIC,"Mar 26, 2020",0,
Nicaragua,NIC,"Mar 27, 2020",0,
Nicaragua,NIC,"Mar 28, 2020",1,
Nicaragua,NIC,"Mar 29, 2020",1,
Nicaragua,NIC,"Mar 30, 2020",1,
Nicaragua,NIC,"Mar 31, 2020",1,
Nicaragua,NIC,"Apr 1, 2020",1,
Nicaragua,NIC,"Apr 2, 2020",1,
Nicaragua,NIC,"Apr 3, 2020",1,
Nicaragua,NIC,"Apr 4, 2020",1,
Nicaragua,NIC,"Apr 5, 2020",1,
Nicaragua,NIC,"Apr 6, 2020",1,
Nicaragua,NIC,"Apr 7, 2020",1,
Nicaragua,NIC,"Apr 8, 2020",1,
Nicaragua,NIC,"Apr 9, 2020",1,
Nicaragua,NIC,"Apr 10, 2020",1,
Nicaragua,NIC,"Apr 11, 2020",1,
Nicaragua,NIC,"Apr 12, 2020",1,
Nicaragua,NIC,"Apr 13, 2020",1,
Nicaragua,NIC,"Apr 14, 2020",1,
Niger,NER,"Mar 21, 2020",0,
Niger,NER,"Mar 22, 2020",0,
Niger,NER,"Mar 23, 2020",0,
Niger,NER,"Mar 24, 2020",0,
Niger,NER,"Mar 25, 2020",1,
Niger,NER,"Mar 26, 2020",1,
Niger,NER,"Mar 27, 2020",1,
Niger,NER,"Mar 28, 2020",1,
Niger,NER,"Mar 29, 2020",1,
Niger,NER,"Mar 30, 2020",1,
Niger,NER,"Mar 31, 2020",3,
Niger,NER,"Apr 1, 2020",3,
Niger,NER,"Apr 2, 2020",5,0
Niger,NER,"Apr 3, 2020",5,1
Niger,NER,"Apr 4, 2020",5,2
Niger,NER,"Apr 5, 2020",5,3
Niger,NER,"Apr 6, 2020",10,4
Niger,NER,"Apr 7, 2020",10,5
Niger,NER,"Apr 8, 2020",11,6
Niger,NER,"Apr 9, 2020",11,7
Niger,NER,"Apr 10, 2020",11,8
Niger,NER,"Apr 11, 2020",11,9
Niger,NER,"Apr 12, 2020",11,10
Niger,NER,"Apr 13, 2020",12,11
Niger,NER,"Apr 14, 2020",13,12
Nigeria,NGA,"Dec 31, 2019",0,
Nigeria,NGA,"Jan 1, 2020",0,
Nigeria,NGA,"Jan 2, 2020",0,
Nigeria,NGA,"Jan 3, 2020",0,
Nigeria,NGA,"Jan 4, 2020",0,
Nigeria,NGA,"Jan 5, 2020",0,
Nigeria,NGA,"Jan 6, 2020",0,
Nigeria,NGA,"Jan 7, 2020",0,
Nigeria,NGA,"Jan 8, 2020",0,
Nigeria,NGA,"Jan 9, 2020",0,
Nigeria,NGA,"Jan 10, 2020",0,
Nigeria,NGA,"Jan 11, 2020",0,
Nigeria,NGA,"Jan 12, 2020",0,
Nigeria,NGA,"Jan 13, 2020",0,
Nigeria,NGA,"Jan 14, 2020",0,
Nigeria,NGA,"Jan 15, 2020",0,
Nigeria,NGA,"Jan 16, 2020",0,
